Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2023-01-03,235.2400360107422,241.29826533020105,233.099518684118,238.6766338893005,25740000
2023-01-04,224.94989013671875,228.65158630367102,221.86677141601638,228.07227767052504,50623400
2023-01-05,218.28286743164062,223.42795059014287,217.74282764687024,223.0842848228225,39585600
2023-01-06,220.8554229736328,221.67038945847463,215.37651693738323,218.96039179670976,43613600
2023-01-09,223.0057373046875,227.05111407181693,222.30860727948638,222.34787609092098,27369800
2023-01-10,224.70440673828125,227.11983564696362,223.21193722037137,223.63414061358225,27033900
2023-01-11,231.4990234375,231.67575554045706,226.92343588418757,227.1001679871446,28669300
2023-01-12,234.18943786621094,235.55425771943857,229.3291090353574,230.99831090887344,27269500
2023-01-13,234.8963623046875,235.0338256158968,230.6644400284827,232.7067627824332,21333300
2023-01-17,235.99609375,236.54594701807417,232.79513868140307,233.65920237830696,29831300
2023-01-18,231.53831481933594,237.9893068890098,231.25357474268407,237.19398238340665,30028700
2023-01-19,227.72857666015625,231.25355513177712,226.50122043278324,229.54506986961863,28623000
2023-01-20,235.86842346191406,236.3790078733517,230.2618533398891,230.60551909385947,35389800
2023-01-23,238.18569946289062,240.72877838403122,235.30876820697657,236.7325136482929,31934000
2023-01-24,237.6554718017578,239.53087600789277,236.0844645730786,238.10714555670972,40234400
2023-01-25,236.25137329101562,238.8926465935646,226.71726242697446,230.23241286471827,66526600
2023-01-26,243.5074920654297,243.81187403333118,237.61618177352415,239.23628611084743,33454500
2023-01-27,243.6645965576172,245.30434278619185,242.35868764883875,244.47956294350342,26498900
2023-01-30,238.31333923339844,241.1509865733433,237.81256824363442,240.0807204276458,25867400
2023-01-31,243.3209228515625,243.45838615418756,238.548961085612,239.03990359246956,26541100
2023-02-01,248.17144775390625,250.55742124700228,241.02332574913956,243.507493740727,31259900
2023-02-02,259.8067932128906,259.8951592726371,252.5899320193859,254.13149875716766,39940400
2023-02-03,253.67002868652344,259.414062675439,252.44267227712933,254.8384743854471,29077300
2023-02-06,252.11859130859375,253.62087410426602,250.1646498198095,252.77646741867622,22518000
2023-02-07,262.7131652832031,263.90123782031543,255.36865421838652,255.8105144830151,50841400
2023-02-08,261.8982238769531,271.7465302451499,261.387624446795,268.25102168143684,54686000
2023-02-09,258.844482421875,269.01682516976877,258.0393296438196,268.8400631214715,42375100
2023-02-10,258.33392333984375,259.3059798027144,255.93812178520878,256.7923568543677,25818500
2023-02-13,266.4050598144531,269.62564159022224,262.3105859582913,262.79173001037145,44630900
2023-02-14,267.2396545410156,269.9889205644407,264.4019924983087,267.730597042681,37047900
2023-02-15,265.1036682128906,266.4915975640465,262.0128120607115,264.11932371191284,28922400
2023-02-16,258.0458984375,262.56403597864954,257.79981231844084,259.8866178016932,29603600
2023-02-17,254.01991271972656,256.0181306443046,251.99216566482698,255.32910759019907,30000100
2023-02-21,248.7143096923828,251.49016824327242,247.6512158869296,250.49597073877874,28397400
2023-02-22,247.57247924804688,250.35817597936176,246.42079798794651,250.11208985489833,22491100
2023-02-23,250.7814178466797,252.81900287001184,246.55857211355595,251.55904328555934,29219100
2023-02-24,245.3183135986328,247.0704454363902,244.21585267237742,246.0467338648536,24990900
2023-02-27,246.24359130859375,248.8619509386829,245.48564193779885,248.50758636453622,21190000
2023-02-28,245.51516723632812,247.55276726085282,244.83596722815324,245.17065572399935,22491000
2023-03-01,242.4145050048828,247.00153859615037,241.9420088680049,246.8342018468034,27565300
2023-03-02,247.17872619628906,247.46417946735576,241.76483192375827,242.69011807533903,24808200
2023-03-03,251.2932891845703,251.61812465694902,247.4543518199206,248.24183038751409,30760100
2023-03-06,252.84854125976562,256.0476605602481,251.97247534442963,252.41542732051573,24109800
2023-03-07,250.17112731933594,253.65571496313456,249.4230309703386,252.287461805782,21473200
2023-03-08,249.72817993164062,250.55502565152239,246.88342511783708,250.06285343446362,17340200
2023-03-09,248.3697967529297,255.49644089849014,247.6413764588662,251.8150022990688,26653400
2023-03-10,244.6981658935547,248.8324092868265,243.72367456979757,247.1491888076624,28333900
2023-03-13,249.9447021484375,253.87224130152137,241.88291995099803,243.52677312497195,33339700
2023-03-14,256.7071533203125,256.9827685172578,251.8543282071445,252.73039401598515,33620300
2023-03-15,261.2843933105469,262.3081199500826,255.15191657038366,255.90988102264944,46028000
2023-03-16,271.8759460449219,272.23029562382413,259.1582026765928,261.05798023414945,54768800
2023-03-17,275.0553894042969,278.8943271274802,271.99409228395444,273.9037231072477,69527400
2023-03-20,267.9681091308594,273.13591766100586,265.6253644574901,272.6437454200395,43466600
2023-03-21,269.4938049316406,270.6947062847507,265.30048823245505,270.57658976474096,34558700
2023-03-22,268.027099609375,276.6401116479534,267.9188061230501,269.11970728887826,34873300
2023-03-23,273.3130798339844,276.65984491000785,270.8916009314238,273.5886950746026,36610900
2023-03-24,276.1775207519531,276.2365790138879,270.9703303661151,272.8996370155353,28172000
2023-03-27,272.0531005859375,277.0535567459473,271.20654881077553,276.1085945660647,26840200
2023-03-28,270.921142578125,271.8168996614657,267.79090429530686,271.4723730848255,21878600
2023-03-29,276.11846923828125,276.73861104356007,274.0513399006214,274.59271732819036,25087000
2023-03-30,279.60302734375,280.0066121706269,277.0732849525492,279.78023217395076,25053400
2023-03-31,283.7864990234375,284.7413143620683,278.5694853421409,279.288067620429,32766000
2023-04-03,282.7332458496094,283.7569423716875,279.5045974988717,282.0343397141944,24883300
2023-04-04,282.6840515136719,285.90287731351157,281.1977117183319,282.73328676346597,25824300
2023-04-05,279.8884582519531,282.65446336729383,278.4907061502915,281.37482777678053,22064800
2023-04-06,287.0348205566406,287.5072866226031,277.614637849039,278.77615698093774,29770300
2023-04-10,284.85943603515625,285.06613994489004,280.25268148244174,284.68223121557776,23103000
2023-04-11,278.4020690917969,281.50277748977504,277.23072707898575,281.2763674995061,27276600
2023-04-12,279.0517883300781,282.51669989305793,277.5457425781535,280.331454092245,27403400
